Date,Open,High,Low,Close,Adj Close,Volume
2019-02-18,80.500000,81.519997,78.099998,80.019997,63.524773,22622300
2019-02-25,80.459999,80.860001,78.750000,80.099998,63.588280,28849100
2019-03-04,80.400002,80.730003,77.089996,77.580002,61.587749,29930400
2019-03-11,77.570000,81.459999,77.269997,81.339996,64.572662,39104300
2019-03-18,81.339996,81.989998,79.260002,79.760002,63.318375,27398200
2019-03-25,79.500000,81.190002,78.410004,80.589996,63.977264,23113400
2019-04-01,80.980003,84.730003,79.970001,83.449997,66.247711,26022900
2019-04-08,83.699997,84.000000,79.839996,80.779999,64.128098,24959500
2019-04-15,80.959999,81.510002,76.809998,77.570000,62.396297,21722200
2019-04-22,77.599998,80.650002,76.910004,79.699997,64.109634,38568500
2019-04-29,80.459999,80.980003,77.599998,78.709999,63.313293,30777200
2019-05-06,77.750000,79.519997,75.620003,77.449997,62.299755,22033200
2019-05-13,76.300003,80.750000,76.169998,79.459999,63.916584,25180400
2019-05-20,79.019997,81.750000,78.910004,80.059998,64.399208,20628700
2019-05-27,80.000000,80.099998,76.400002,76.709999,61.704536,18276300
2019-06-03,76.629997,78.379997,73.809998,77.430000,62.283680,27547800
2019-06-10,77.459999,79.339996,76.599998,78.690002,63.297222,19346100
2019-06-17,78.400002,79.199997,76.430000,78.779999,63.369595,30527900
2019-06-24,78.410004,79.309998,65.059998,72.720001,58.495026,180919000
2019-07-01,73.500000,74.970001,72.279999,72.989998,58.712204,49162100
2019-07-08,72.519997,73.000000,68.540001,70.279999,56.532310,60394300
2019-07-15,70.309998,71.019997,68.000000,68.540001,55.973377,50980100
2019-07-22,68.500000,69.139999,66.500000,67.760002,55.336395,55245200
2019-07-29,67.870003,68.410004,65.029999,65.349998,53.368256,52321600
2019-08-05,64.980003,66.870003,63.310001,65.580002,53.556084,50720500
2019-08-12,65.239998,65.930000,62.660000,64.430000,52.616932,39258500
2019-08-19,65.040001,68.459999,64.970001,65.970001,53.874577,44880300
2019-08-26,66.430000,67.029999,65.400002,65.739998,53.686749,31732100
2019-09-02,65.779999,68.120003,64.440002,67.620003,55.222057,30638900
2019-09-09,67.959999,71.510002,65.650002,70.510002,57.582195,48531400
2019-09-16,70.370003,73.000000,69.720001,72.389999,59.117485,39768000
2019-09-23,72.330002,75.139999,72.019997,74.849998,61.126469,40240200
2019-09-30,74.949997,76.440002,71.570000,74.660004,60.971291,40842400
2019-10-07,74.720001,75.269997,73.199997,73.629997,60.130146,31630300
2019-10-14,73.650002,77.169998,73.389999,76.459999,63.351776,35649000
2019-10-21,76.879997,78.660004,75.849998,76.529999,63.409756,31234100
2019-10-28,76.669998,82.180000,76.489998,81.750000,67.734856,44126100
2019-11-04,82.949997,85.459999,80.349998,85.209999,70.601685,43832700
2019-11-11,84.949997,89.190002,83.900002,88.629997,73.435356,40153300
