Date,Open,High,Low,Close,Adj Close,Volume
2019-02-18,70.209999,70.320000,61.169998,61.950001,53.562408,103131000
2019-02-25,62.119999,62.290001,57.560001,58.130001,50.259613,77667800
2019-03-04,58.369999,58.549999,51.930000,52.930000,45.763660,106267400
2019-03-11,53.099998,57.410000,52.310001,55.599998,48.072151,93866400
2019-03-18,55.610001,57.610001,55.560001,56.040001,48.452583,57183000
2019-03-25,55.799999,56.169998,52.830002,53.930000,46.628265,68953200
2019-04-01,54.160000,54.340000,51.770000,54.060001,46.740669,71392000
2019-04-08,53.959999,54.490002,52.470001,52.810001,45.659901,50882700
2019-04-15,53.720001,54.830002,52.000000,52.630001,45.504276,68570200
2019-04-22,52.430000,53.689999,52.099998,53.529999,46.282417,50411600
2019-04-29,53.150002,57.750000,52.660000,56.660000,49.458504,75410700
2019-05-06,55.970001,56.619999,54.240002,55.160000,48.149158,47770400
2019-05-13,54.299999,54.450001,51.720001,52.880001,46.158939,53445000
2019-05-20,52.849998,53.820000,52.340000,53.070000,46.324799,39237000
2019-05-27,53.119999,53.240002,52.040001,52.369999,45.713768,36949600
2019-06-03,52.540001,55.750000,52.459999,53.919998,47.066765,51672600
2019-06-10,54.330002,55.529999,53.040001,54.169998,47.284992,36118400
2019-06-17,54.230000,55.380001,53.230000,53.650002,46.831085,44115100
2019-06-24,53.709999,55.240002,52.759998,54.490002,47.564316,40478700
2019-07-01,55.099998,56.110001,54.119999,55.570000,48.507050,21333300
2019-07-08,55.380001,60.130001,54.650002,57.549999,50.235386,55881100
2019-07-15,57.759998,57.790001,55.470001,55.939999,48.830017,30169300
2019-07-22,56.080002,56.400002,54.970001,55.540001,48.480865,29745000
2019-07-29,55.470001,56.910000,55.009998,55.709999,49.065235,36962800
2019-08-05,55.049999,59.520000,53.000000,59.290001,52.218231,66774000
2019-08-12,59.049999,60.549999,57.919998,60.279999,53.090153,44651900
2019-08-19,60.810001,62.580002,60.029999,60.240002,53.054920,44384100
2019-08-26,60.799999,61.310001,58.619999,60.919998,53.653812,33461500
2019-09-02,60.439999,63.340000,59.689999,62.230000,54.807571,26097500
2019-09-09,62.540001,65.250000,62.509998,64.059998,56.419296,41178900
2019-09-16,63.299999,64.690002,62.740002,64.300003,56.630672,28727200
2019-09-23,63.930000,64.320000,60.950001,62.080002,54.675461,31481500
2019-09-30,62.110001,63.560001,60.369999,62.240002,54.816372,29255900
2019-10-07,62.130001,63.610001,60.139999,62.939999,55.432880,29638800
2019-10-14,62.770000,66.580002,62.430000,66.160004,58.268829,33139900
2019-10-21,66.629997,66.919998,64.379997,65.099998,57.335247,28428300
2019-10-28,65.449997,67.589996,64.949997,67.239998,59.668232,34485600
2019-11-04,67.970001,72.980003,67.129997,72.470001,64.309288,67733400
2019-11-11,71.980003,74.389999,71.000000,74.290001,65.924355,27999800
2019-11-18,74.150002,75.699997,74.110001,75.309998,66.829483,32086800
2019-11-25,75.500000,77.029999,74.430000,75.269997,66.793976,31222800
2019-12-02,75.220001,75.910004,73.599998,75.360001,66.873848,26608200
2019-12-09,75.029999,75.489998,72.639999,73.589996,65.303154,31624900
2019-12-16,74.250000,75.010002,72.650002,74.580002,66.181694,35701300
2019-12-23,74.540001,74.949997,74.040001,74.400002,66.021965,11542500
2019-12-30,74.269997,74.699997,73.070000,73.570000,65.285423,17458400
2020-01-06,73.120003,73.940002,71.599998,72.110001,63.989826,29729000
2020-01-13,72.290001,76.440002,71.629997,76.019997,67.459518,33644300
2020-01-20,76.000000,76.010002,70.169998,71.430000,63.386398,31592700
2020-01-27,69.900002,72.139999,67.400002,67.820000,60.589069,36027800
2020-02-03,68.400002,72.089996,66.790001,71.559998,63.930309,34955200
2020-02-10,71.550003,75.250000,70.269997,71.370003,63.760563,46403600
2020-02-17,71.190002,72.559998,70.559998,71.510002,63.885639,20581100
2020-02-24,69.430000,69.940002,57.099998,59.180000,52.870262,87358400
2020-03-02,60.669998,66.980003,59.860001,64.150002,57.310364,65855000
2020-03-09,59.750000,63.360001,53.500000,59.639999,53.281216,71188100
2020-03-16,53.680000,59.639999,52.209999,54.700001,48.867908,78922800
2020-03-23,53.860001,59.779999,52.040001,58.599998,52.352093,93493300
2020-03-30,58.919998,60.400002,54.070000,55.720001,49.779171,61021700
2020-04-06,57.770000,61.450001,55.779999,60.470001,54.022724,41885700
2020-04-13,60.500000,64.250000,58.119999,63.360001,56.604595,46622200
2020-04-20,62.750000,63.689999,59.970001,62.310001,55.666538,34679400
2020-04-27,62.980000,65.000000,59.270000,59.700001,53.781132,36841300
2020-05-04,59.160000,63.490002,58.939999,63.119999,56.862057,47709100
2020-05-11,62.709999,64.570000,60.340000,63.189999,56.925121,47900900
2020-05-18,64.470001,64.860001,62.730000,63.330002,57.051243,27907000
2020-05-25,64.470001,67.730003,63.849998,65.570000,59.069149,30669900
2020-06-01,65.440002,69.190002,65.010002,68.349998,61.573532,30820400
2020-06-08,68.199997,70.639999,62.709999,64.150002,57.789955,43130800
2020-06-15,63.029999,66.190002,61.820000,64.489998,58.096233,54636300
2020-06-22,64.540001,65.260002,62.330002,63.450001,57.159351,31497600
2020-06-29,64.000000,65.800003,63.869999,64.699997,58.285412,23853900
2020-07-06,65.059998,65.400002,60.549999,62.650002,56.438652,40200700
2020-07-13,62.669998,65.629997,62.200001,65.360001,58.879982,31384100
2020-07-20,65.339996,65.470001,63.009998,63.340000,57.060249,28038500
2020-07-27,62.860001,64.580002,62.110001,62.939999,57.142735,32761700
2020-08-03,63.450001,65.599998,63.020000,64.959999,58.976681,41262200
2020-08-10,64.900002,67.169998,64.050003,65.669998,59.621288,31817600
2020-08-17,65.849998,65.879997,63.430000,63.939999,58.050636,28789600
2020-08-24,64.010002,67.300003,61.889999,63.209999,57.387871,31004000
2020-08-31,62.459999,63.060001,59.290001,60.240002,54.691425,53847300
2020-09-07,60.430000,60.810001,57.060001,57.400002,52.113022,35763300
2020-09-14,57.630001,59.770000,56.099998,59.570000,54.083141,64324800
2020-09-21,58.849998,59.230000,56.110001,57.320000,52.040382,35289200
2020-09-28,57.599998,59.099998,56.919998,57.830002,52.503414,33943700
2020-10-05,58.259998,60.799999,58.160000,59.400002,53.928799,27531300
2020-10-12,59.500000,60.220001,57.910000,59.590000,54.101295,32719900
2020-10-19,60.060001,60.599998,58.459999,60.250000,54.700508,32492400
2020-10-26,59.910000,59.980000,55.360001,56.090000,51.355743,42047700
2020-11-02,56.869999,67.330002,56.189999,64.949997,59.467915,62378900
2020-11-09,69.000000,71.180000,65.779999,71.000000,65.007278,53151600
2020-11-16,73.589996,74.059998,65.180000,66.389999,60.786385,79848800
2020-11-23,66.870003,68.830002,66.400002,67.870003,62.141468,23794100
2020-11-30,67.809998,74.519997,67.199997,74.500000,68.211861,49849200
2020-12-07,74.230003,74.639999,70.650002,71.580002,65.538322,32257000
2020-12-14,72.309998,72.330002,68.349998,69.550003,63.679661,42375100
