Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,79.769997,81.989998,77.089996,80.589996,63.977264,128114200
2019-04-01,80.980003,84.730003,76.809998,79.389999,63.024632,127085000
2019-05-01,79.599998,81.750000,75.620003,76.709999,61.704517,101083900
2019-06-01,76.629997,79.339996,65.059998,72.720001,58.495026,258340800
2019-07-01,73.500000,74.970001,65.629997,66.620003,53.588249,245342700
2019-08-01,66.930000,68.459999,62.660000,65.739998,53.686756,189352000
2019-09-01,65.779999,76.440002,64.440002,75.720001,61.836948,167493600
2019-10-01,75.889999,79.790001,71.570000,79.550003,64.964729,161810500
2019-11-01,80.029999,90.410004,79.129997,87.730003,72.689644,162659300
2019-12-01,87.839996,91.989998,85.589996,88.540001,73.360779,141955600
2020-01-01,89.080002,90.290001,80.410004,81.019997,67.130005,191670500
2020-02-01,81.309998,97.860001,80.919998,85.709999,71.975410,204706800
2020-03-01,86.000000,91.860001,62.549999,76.190002,63.980957,368182500
2020-04-01,72.120003,85.970001,71.430000,82.199997,69.027878,204741900
2020-05-01,81.949997,93.660004,80.500000,92.669998,78.980713,273041600
2020-06-01,92.050003,99.349998,89.599998,98.180000,83.676773,187549500
2020-07-01,98.500000,101.279999,93.550003,94.910004,80.889824,141644900
2020-08-01,95.190002,97.419998,91.779999,95.769997,82.618996,136415100
2020-09-01,95.519997,95.919998,85.320000,87.589996,75.562271,165894200
2020-10-01,88.169998,88.800003,79.110001,85.099998,73.414185,171533800
2020-11-01,86.029999,105.800003,86.000000,104.580002,91.447830,202172200
2020-12-01,105.050003,109.150002,101.550003,107.150002,93.695137,143157600
2021-01-01,107.180000,113.410004,101.809998,102.480003,89.611542,147800300
2021-02-01,103.000000,110.269997,101.860001,107.739998,95.312904,142522300
2021-03-01,108.529999,111.080002,102.050003,108.220001,95.737541,168023100
2021-04-01,108.919998,112.610001,104.169998,111.500000,98.639221,134588800
2021-05-01,112.400002,118.279999,111.589996,113.199997,101.360733,151439900
2021-06-01,113.699997,116.989998,110.650002,112.639999,100.859314,125332400
2021-07-01,112.949997,119.150002,112.889999,116.300003,104.136528,120216900
2021-08-01,116.889999,121.400002,112.919998,120.779999,109.353638,119737800
2021-09-01,121.000000,121.529999,105.559998,107.870003,97.664970,210505200
2021-10-01,108.250000,114.919998,106.860001,114.669998,103.821678,137400700
2021-11-01,115.250000,119.330002,113.570000,115.279999,105.639343,111296800
2021-12-01,115.779999,136.830002,115.599998,135.399994,124.076729,149684100
2022-01-01,135.410004,138.300003,128.259995,136.889999,125.442131,168562800
2022-02-01,137.369995,150.360001,133.050003,147.770004,136.817413,165818900
2022-03-01,147.669998,164.660004,146.210007,162.110001,150.094543,151159500
2022-04-01,162.149994,175.910004,139.929993,146.880005,135.993378,178925400
2022-05-01,146.649994,156.889999,143.440002,147.369995,137.606720,143523500
2022-06-01,147.789993,156.619995,135.759995,153.160004,143.013138,132591100
2022-07-01,153.080002,155.250000,139.050003,143.509995,134.002457,116516600
2022-08-01,141.509995,143.979996,134.169998,134.460007,126.726410,109508700
2022-09-01,134.639999,145.539993,134.089996,134.210007,126.490791,125557500
2022-10-01,135.880005,153.990005,135.309998,146.399994,137.979660,114545700
2022-11-01,146.660004,161.179993,143.029999,161.179993,153.455307,113846300
2022-12-01,161.000000,167.750000,159.820007,161.610001,153.864700,102507800
2023-01-01,162.039993,168.110001,144.410004,147.750000,140.668961,119768800
2023-02-01,146.630005,154.750000,143.440002,153.899994,147.917084,119526100
2023-03-01,152.759995,159.699997,146.570007,159.369995,153.174423,153986300
2023-04-01,158.250000,166.199997,147.160004,151.119995,145.245163,99798300
2023-05-01,150.839996,155.020004,135.250000,137.960007,133.816589,120459400
2023-06-01,135.259995,139.669998,130.960007,134.729996,130.683578,135184600
2023-07-01,134.000000,151.759995,132.699997,149.580002,145.087585,119860700
2023-08-01,150.000000,153.600006,145.940002,146.960007,144.126572,89765900
2023-09-01,147.360001,154.880005,143.740005,149.059998,146.186066,85051800
2023-10-01,148.470001,150.399994,136.029999,141.179993,138.457977,110954100
2023-11-01,141.860001,143.949997,135.850006,142.389999,141.042435,111389000
2023-12-01,142.539993,155.889999,142.279999,154.970001,153.503372,110125500
2024-01-01,154.899994,167.949997,154.770004,164.399994,162.844131,112745900
2024-02-01,163.699997,176.740005,162.669998,176.589996,176.589996,61181600
2024-02-16,174.020004,177.677994,176.070007,177.549103,177.549103,2441462
